text_reference,X,Y,labels,value
complete shutdown,10.32843,-4.050738,-1,0.0005231145724399428
views,10.605066,-2.8673253,53,0.0005214441585739345
decent chance,11.921531,-3.2800636,46,0.0005191631027780387
faced,10.848367,-0.61154044,16,0.0005184823624895512
governor,9.993472,-7.8747354,6,0.0005184774447710667
super,7.8261886,-3.0613234,12,0.0005181729261746308
preschool,10.725135,-5.3074217,43,0.0005179720752129997
votes,9.512998,-7.8786516,7,0.0005150445575660729
rubble,9.8014965,-5.0476875,49,0.0005131548871089415
russian air force,9.299055,0.82841945,21,0.0005129414136474529
young people,13.738742,-4.6734095,20,0.0005120580219687197
interested,12.393835,-4.3273826,-1,0.0005113234899194498
kind,12.582702,-1.813887,30,0.0005106981812636419
environmental protection agency,9.147486,-0.75390893,40,0.0005101433936144351
schools,10.40583,-1.8214142,-1,0.0005094431311999339
bad judgements,12.613157,-2.4835336,28,0.000508137243842749
comments,11.323195,-3.5452414,-1,0.0005072277663725384
drug lords,9.431349,-0.7303464,40,0.000505934539222482
divisive,10.2322855,-3.7443771,-1,0.0005058892523651606
vast amounts,8.507455,-3.15452,34,0.0005048819346993989
architect,12.124433,-7.4741845,24,0.0005043960644258294
republican mayor,9.952779,-7.865787,6,0.0005042851095259054
muhammad ali,11.876088,-7.2224402,-1,0.0005038136146878011
ambulance,10.673863,-5.652463,42,0.0005026412920217033
goldman sachs,12.1243305,-7.1383204,-1,0.0005026352570868544
making,9.928689,-3.6134105,50,0.0005025384776488666
kerry,12.051586,-7.4092035,24,0.0005017093653121485
aggressiveness,10.862935,-5.1452923,43,0.0005012032476090214
passage,11.167686,-4.495054,52,0.0005010195229414354
story,12.690805,-5.539319,33,0.000500406438823467
deborah wasserman schultz,12.038249,-6.9724517,25,0.0005003748178919868
subject,10.634651,-3.259096,53,0.0004998832969097494
special forces,9.228458,0.7602529,21,0.0004995982875308513
voters,9.507975,-7.8672857,7,0.0004993629770956665
murder,9.831684,-0.6820961,-1,0.000499168693015472
safer medicines,9.753847,-3.7356617,50,0.0004984587450511872
kurdish,10.0291605,0.9896008,22,0.0004983253725435535
certain issues,11.1647625,-1.5907878,-1,0.0004976926680159762
excerpts,10.608769,-4.23716,-1,0.0004974912344656852
prepared,11.985574,-4.499216,51,0.0004971704618670274
violence,10.456866,-0.9814848,37,0.0004961051730904638
sponsor,9.3726425,-2.166188,63,0.0004957874631634431
state department,9.442119,-0.5581927,40,0.0004956097756622494
real estate taxes,8.53235,-2.1188378,58,0.0004951009942053522
accusations,10.830869,-1.0440515,-1,0.0004949778054961639
crimes,9.764341,-0.61430544,-1,0.0004948672960903189
uneasy,11.343221,-4.7053046,52,0.0004947160542662298
washington dc,11.385268,-7.783798,14,0.0004945726047936641
tone,9.890458,-4.617489,49,0.0004944329536291845
factor,8.951735,-2.4438028,34,0.000493689339841721
inciting,10.97148,-5.099825,43,0.0004936090509689827
commander,12.011008,-7.5483756,24,0.0004931271507514634
fear,10.834187,-1.3938813,-1,0.0004930911292037967
wonderful steven spielberg movie,12.567282,-5.660568,-1,0.0004919107776484785
violent jihadist terrorists,10.850207,-0.57531655,16,0.0004908430845987256
best education system,10.309641,-1.784338,67,0.0004901155137821387
energy companies,8.53548,-3.7937028,44,0.0004896367465869188
necessary funds,9.395759,-3.2584374,-1,0.000489207375345144
ambitions,9.190561,-1.674053,64,0.0004887212867047039
temperament,11.035291,-4.5534697,52,0.0004886051556369601
tremendous success,8.259893,-1.3118783,62,0.000488331848941948
obama administration,9.161661,-1.2074656,-1,0.0004872612077024754
young lawyer,13.187357,-5.055549,32,0.00048527596911672217
college,10.888628,-7.0603046,15,0.00048481056138568383
similar,11.408492,-1.6437594,36,0.00048480987321550457
coverage accessible,10.332131,-3.4834526,54,0.0004847187549351879
non,11.642293,-1.3118494,35,0.00048352441658374085
iranian nuclear program,9.366276,0.20630655,-1,0.0004823235750600908
jonathan gruber,12.71399,-8.015592,17,0.00048202651045237995
tenor,12.032774,-7.0189695,25,0.0004816007858418797
phenomenal,10.785017,-4.8864446,-1,0.00048140258938315206
different muslim groups,11.692593,-1.2957696,35,0.0004809610455243855
chicago,10.844628,-7.0184636,15,0.0004808797528669532
islam,10.433401,0.9548914,-1,0.0004802433634575555
concern,9.971389,-2.2006538,61,0.00047993650647498606
particular,11.468454,-1.6249249,36,0.0004792230344269876
first lady,6.2261806,-4.3670187,5,0.0004789418935822038
foreign companies,8.840461,-1.7985674,65,0.00047867528021806345
coalition,9.461497,-7.8907676,7,0.00047863033542534057
alternative forms,10.83843,-2.5335042,-1,0.0004785604294257572
attacks,9.55923,1.0251006,22,0.00047834261206592435
criminal justice system,9.397325,-0.6310798,40,0.00047805394506053784
lowering,9.897836,-4.1508083,50,0.0004778255261093239
american steel plants,8.860896,-4.085722,45,0.000476975441310382
prices,7.5615573,-1.1746073,39,0.00047684860480837795
bombs,9.356237,0.3994116,-1,0.00047681689543007554
stage,6.8459377,-4.165012,4,0.00047658690864517726
fossil power plant workers,8.677065,-3.8222654,44,0.0004764114982865821
offs,9.441791,-5.1799345,49,0.00047558804977764125
requests,11.085366,-3.2728484,56,0.0004752713221169805
prescription drug costs,8.496995,-1.4810264,-1,0.0004747224763508091
couple,12.426617,-5.2542906,31,0.00047461821176748186
welcome,11.975744,-4.251803,51,0.0004742734771742979
economics,10.541332,-1.9860439,-1,0.00047394925163687186
lid,9.600117,-5.075468,49,0.0004734616325482519
good chunk,12.561326,-2.34223,28,0.0004732576539031785
congressmen,10.499742,-6.2409925,41,0.00047222817890636714
canada,9.806718,-7.410402,-1,0.0004721092857520245
opinion,10.365644,-2.6043365,-1,0.0004715615336772225
primary thing,12.606944,-1.8411427,30,0.0004715484208131161
boundary lines,9.002931,1.1167024,-1,0.0004712223257875903
syrians,10.780584,-5.9454813,42,0.00047109762722151276
nevada,11.313516,-7.0042076,15,0.0004694738446042668
diplomatic resolution,9.03657,-0.66756594,40,0.00046900309221032776
chief,11.975517,-7.5349517,24,0.00046883489741520454
principles,10.809136,-2.1151757,57,0.00046870525163973117
etcetera,10.693513,-5.2945356,43,0.00046859328898002763
fit,11.784013,-3.7662258,47,0.00046788671922865595
mrs khan,12.124333,-7.3950586,24,0.0004678281309948727
banks,8.694268,-1.7658732,65,0.0004674589691014013
unaccountable money,8.46344,-2.0449557,58,0.0004673270857615282
end,6.4595513,-4.244229,4,0.00046707548564180846
presidents,9.93361,-7.815424,6,0.000466853889335813
past,9.521371,-2.6904194,60,0.00046639515733426246
race,12.1482115,-6.7563095,26,0.00046628241383581484
monopolies,9.210765,-1.4817601,-1,0.00046618000673069425
mess,9.599878,-5.2087317,49,0.0004660987696775932
corporation,9.44563,-1.5826445,64,0.0004655777424456238
preparation,9.803497,-3.8628702,50,0.0004654312044083887
south texas,10.906322,-7.0527077,15,0.00046531760236790087
steel workers,8.750171,-4.0665092,45,0.000465045325357126
dependent,10.254132,-3.340611,54,0.00046504092274930254
primary things,12.714134,-1.7358751,30,0.00046487555445954865
massive tax write,8.446075,-2.0078626,58,0.00046461633938257445
server,11.197682,-3.37317,55,0.0004644795367772584
pages,11.047039,-3.3257868,56,0.00046443222721640766
holocaust,9.759606,0.40017536,-1,0.0004644029652379552
disappointed,12.06084,-4.642318,51,0.00046424412455269037
inner workings,9.613743,-4.7953615,49,0.00046416719079267824
dumbest deal,8.284232,-0.959873,62,0.0004641413101086469
wanna,11.442655,-5.6566224,27,0.00046389529621116945
general douglas mcarthur,11.384452,-7.7773848,14,0.0004637670478032468
wars,8.669675,-0.32323486,-1,0.00046331362374210037
privy,10.423316,-6.380209,41,0.00046247074130210345
unbelievable,10.737774,-5.143306,43,0.00046235831230201406
slow,9.550548,-3.924073,50,0.00046145517172804297
great display,6.9042296,-2.2994306,9,0.0004606795915687914
resources,10.202737,-3.3447185,54,0.00046066527473922244
rise,7.014337,-2.2990785,9,0.00046049723687039865
lifetime limits,9.612664,-2.6755219,60,0.0004594998592394177
general george patton,11.403411,-7.775937,14,0.0004593081644926289
operations,9.208863,0.632464,21,0.0004590604410677034
big operation,7.820071,-3.05753,12,0.0004590030410631042
regret,11.248761,-4.600452,52,0.0004584302492470135
social network,9.531853,-1.6008567,64,0.0004583896297408512
hateful,11.1802845,-4.8553886,52,0.00045802117060304414
air strikes,9.293001,0.7847766,21,0.0004576599892846404
presidential candidate,9.608509,-7.8690424,7,0.00045742269503018366
glad,11.820393,-4.9500732,51,0.0004570404049310552
horrible sights,9.959889,-4.9766254,49,0.00045659893869421037
border patrol agents,9.244568,0.9735087,21,0.00045629621354246016
aware,12.231614,-4.5150557,51,0.00045594096573945537
leaving,11.292143,-5.549241,27,0.00045573319079916124
health,9.890982,-1.5110999,68,0.0004557163471241461
medicare,10.179854,-4.5979905,-1,0.00045541831412562685
adversary,11.168125,-4.498806,52,0.000455346169072129
american ground forces,9.399528,1.0832978,-1,0.0004553303526443574
bigger margin,9.6871195,-3.605308,50,0.0004550025663425377
vacuum,8.8162985,-4.053812,45,0.0004544007523878381
sighted,11.7957,-4.863103,51,0.00045418475216979753
existent,11.159691,-4.7538233,52,0.0004540201468655565
13th amendment,9.056645,-1.2952678,-1,0.00045350660674296615
bullying,10.897709,-5.1689744,43,0.00045323503029322774
psychological warfare,10.861698,-0.5525049,16,0.0004528481619431268
equipment,8.923383,-1.3876191,66,0.00045239714852525936
financial relationships,9.791113,-1.9087085,61,0.0004523791218573497
bridge,11.026204,-6.9463654,15,0.0004523596921326242
first place,6.1446633,-4.481851,5,0.00045119260849122225
conditions,11.34999,-1.4947475,-1,0.00045114252623300083
diplomatic efforts,8.995412,-0.7300692,40,0.000450811785893375
picture,9.258378,-5.138379,49,0.0004500389795316193
renewable fuels,9.344721,-3.8599966,50,0.00044997837597041216
single shot,9.510883,-5.015202,49,0.000449854211134313
smart strategy,10.543914,-3.0355,53,0.0004498237109135546
many successful muslims,12.002881,-1.1038437,18,0.0004495785818206236
many parts,12.124145,-1.0148028,18,0.0004493615156214609
blood,9.141385,-3.8331184,-1,0.0004493103121343396
announcements,10.505928,-4.578204,-1,0.00044923881337346176
charlotte,12.399244,-7.3478556,23,0.0004491002546212985
excited,11.76015,-4.6681886,51,0.00044850338546888457
property taxes,8.405616,-2.108044,58,0.00044844840687954107
circles,10.0334835,-4.8564982,49,0.00044816832178092497
access,10.965726,-3.2726674,56,0.00044812553005767983
possible hostile actors,11.788537,-4.2752457,51,0.0004481016401316592
religious test,10.825816,-1.931594,57,0.0004473209557740442
shame,11.67378,-4.371968,51,0.00044702808433733435
massive deductions,9.527359,-3.952753,50,0.0004467702813226716
apartment,9.515352,-5.4063134,49,0.00044664028526445067
sanctions,9.246812,-0.5763503,40,0.0004465410766170798
prior republican nominees,10.51866,-6.4239984,41,0.0004453217608147231
accountable,10.959421,-5.2126694,43,0.0004453107442146261
supreme court reverse citizens united,9.757101,-7.001064,3,0.0004452138683171132
veto power,8.736083,-1.4971067,66,0.0004451425725340884
representatives,9.782553,-7.7087874,7,0.00044512099326004964
aeroplane,10.544866,-5.480881,43,0.0004448869106388166
understandable,11.204354,-4.6217184,52,0.00044488004485920726
terrorist sites,9.626354,0.99534136,22,0.0004447794358451076
craziest thing,12.624682,-1.7892249,30,0.00044475836515801565
canadians,10.3299465,1.3158985,19,0.0004444973483100369
entanglements,10.61528,-5.0768623,43,0.000444440063578379
comment,11.443734,-3.5843093,-1,0.0004441617457886064
danger,10.719161,-1.4242764,-1,0.0004441309770658955
moment,6.7354965,-4.14804,4,0.00044407724564194447
rid,11.747628,-4.1586876,51,0.00044390981574934707
thanks,9.47554,-2.2134647,63,0.00044353482098578704
great lie,6.9755445,-2.3574688,9,0.00044328169567039375
consequences,10.183443,-2.3198066,61,0.00044278817046813
dosing,10.184633,-4.6265903,-1,0.0004422274652858557
purpose,10.264034,-1.7303902,67,0.0004421758210573431
admirals,10.58214,-6.0883923,-1,0.0004420487001626996
kremlin,10.720064,-5.924928,42,0.00044189487011080434
wall street people,9.564761,-5.3864193,49,0.0004414954516200177
sunnis,11.149198,-4.8810043,52,0.00044142480024179595
small business owners,8.635715,-2.8812058,34,0.0004412937501500127
mistaken,11.985416,-4.4572234,51,0.00044119982765448084
senate armed services committee,9.336365,-0.75169194,40,0.0004406682158022482
online questions,11.0215025,-3.3085432,56,0.000440473255152511
crime,9.833629,-0.6945582,-1,0.0004404587022557373
propaganda,10.852366,-0.56207544,16,0.000440446987064419
mind,12.177752,-2.1800253,29,0.00044014268968246357
damaging effect,10.049882,-3.994325,50,0.0004399703814403313
gains,8.111243,-1.7641517,59,0.00043993281779836015
ears,9.390558,-4.6187925,48,0.0004398208083400946
tv parental guidelines,10.634246,-3.870635,-1,0.0004387351286882962
contributions,9.606238,-2.1150901,-1,0.00043849504940891837
republican president,10.005578,-7.890987,6,0.0004384444579259623
amnesty,9.332326,-2.090343,63,0.0004383431275868255
allies,9.801396,1.2088386,22,0.0004381452668907406
territory,8.591728,1.0622348,8,0.00043800811405400917
baltimore,10.924507,-7.0489926,15,0.0004379488117167531
willing,12.060654,-2.8427844,38,0.00043785597630075786
cases,11.615268,-1.3650199,35,0.0004377334560044664
facts,11.069731,-3.210323,56,0.0004375183874045767
surcharge,10.603193,-5.1373343,43,0.00043744979556456764
tax returns,8.3439045,-1.9948375,58,0.00043731095379396996
whoever,12.054396,-3.6713839,47,0.00043645152759746325
former miss universe,12.221596,-6.665779,-1,0.000435654848363866
terrible job,12.139119,-3.5963063,47,0.00043562745318969585
policemen,10.242596,0.5304307,10,0.00043562015877953315
insults,11.476709,-4.899885,-1,0.00043555048108917787
great depression,6.935058,-2.3304288,9,0.0004352709096764026
commission,9.175388,-0.8282592,40,0.0004351086106825025
gdp,7.6472836,-1.258336,39,0.0004350847585339536
foster care system,10.246716,-1.6886057,67,0.00043484626695471595
involved,12.36428,-4.3465805,-1,0.00043463119972704626
gentlemen,12.156003,-6.811888,26,0.00043460141260369596
mold,9.359303,-4.584568,48,0.00043459574630544395
technology,9.342714,0.15458365,-1,0.0004344611728396485
strategic,8.982736,-0.30466288,-1,0.00043444338491327076
law school,10.210099,-1.6966776,67,0.0004343492691933512
insurance industry,9.498989,-1.4904662,64,0.00043432466426138134
enough problems,11.929293,-2.6096213,38,0.0004338483348537943
room,9.529684,-5.40308,49,0.0004336832385465978
classified materials,10.096794,-3.4489517,54,0.00043350200230644583
greatest disaster trade deal,8.313957,-1.1705157,62,0.0004334648414993258
real,9.418263,-2.6085627,-1,0.0004330625377834444
committed,10.841095,-0.60633093,16,0.0004329672333459383
whole thing,12.606426,-1.7802103,30,0.00043278141688065513
deep devotion,9.3147955,-4.591047,48,0.00043256271030503256
poor,8.658086,-2.8901117,34,0.0004319481854644016
big diversion tonight,7.7941537,-3.1054654,12,0.0004318826281598202
shocked,12.069467,-4.5899467,51,0.0004313292615624426
individual,11.489747,-1.6795064,36,0.0004311800298198667
full complement,9.70566,-4.6735053,49,0.00043083642082849914
liberty,10.540407,-1.2101059,37,0.00043081900267560766
perfect system,10.626142,-1.882923,-1,0.0004302668262239946
wedding,12.536203,-5.3166943,31,0.0004294263731685192
religious tests,10.877714,-1.9629335,57,0.0004293639963415617
entire press corps,10.616586,-5.8758883,42,0.00042929933083087464
certain garb,11.467311,-1.5954283,36,0.0004291700954699
cancer,9.176008,-3.8527226,-1,0.00042886465569872675
kurdish peshmerga fighters,9.880682,1.0329642,22,0.00042878605877850687
paris,8.500818,0.6093044,-1,0.0004280415085509013
trade prosecutor,8.467816,-1.2539136,62,0.00042793298837388546
friendly,12.595576,-2.6869445,-1,0.00042788750048016
finest healthcare plan,9.311759,-2.3298676,63,0.00042773420276626426
impossible,11.88044,-2.6173425,38,0.000427008072169502
nafta,10.334629,-4.9620314,43,0.0004269404020114514
mine,8.867635,-4.4669657,48,0.00042670102600511113
asthma,9.870508,-4.248585,-1,0.0004262053393657765
diabetes,9.118974,-3.9069347,-1,0.00042610874892864503
educators,10.877405,-2.2072902,57,0.0004258983286709554
negative ads,10.191938,-3.9386652,50,0.0004257877832917067
buffett rule,8.926916,-1.5343465,66,0.00042572574413303
republican party,9.476582,-7.8833065,7,0.00042569756231471926
benghazi,10.751797,-5.927321,42,0.0004255617981352992
amazing,11.654061,-4.5295444,51,0.0004255540788524082
qaeda leaders,9.906327,1.2033205,22,0.00042528743525228283
back,6.176715,-4.4469132,5,0.0004249972204882618
grandmother,13.135903,-5.0564013,32,0.0004249272310878297
write,11.797778,-3.8029184,47,0.0004248523201586618
moscow,8.512305,0.6339832,-1,0.0004245433896478859
worst financial crisis,8.309145,-0.9858119,62,0.00042446093394371987
restrictive,10.200199,-3.8461435,50,0.0004242030488693896
tougher vetting,9.95534,-3.809056,50,0.0004236457618335164
like,12.194027,-4.848637,-1,0.0004227024044812045
terrible time,6.744128,-4.196658,4,0.00042228525632867855
toddler,10.653584,-5.1677217,43,0.00042197076706742794
prescriptions,10.976387,-4.518411,52,0.0004218355503483561
online loophole,10.816602,-3.408592,54,0.00042136482335743244
tremendous wealth right,7.5716786,-2.1772306,13,0.0004213238775073939
differences,11.019805,-1.6154331,-1,0.00042130755861240936
enough cash,11.975579,-2.680725,38,0.00042093660018183203
gap,7.4742947,-2.5654526,-1,0.0004209101704670668
harbor,11.157747,-6.95604,15,0.0004205789650244145
wild,12.384296,-5.1786585,31,0.0004199593632021766
force,9.260692,0.79978037,21,0.0004194098525224757
next president,9.997833,-7.870751,6,0.0004182530765350774
names,13.164282,-1.721164,-1,0.000418174646938166
letter,11.253534,-3.4267943,55,0.00041797974005675385
usual,10.270503,-3.248179,54,0.0004179126880697968
official,9.442919,-0.93588287,40,0.0004175154344272143
small donations,8.562038,-3.0341876,34,0.0004173953712772542
world trade center,8.410112,-1.3005494,62,0.00041735507749605623
paula jones,12.395177,-7.443581,23,0.0004173493413259279
great privilege,6.942991,-2.3258772,9,0.0004170652873105529
bad people,13.740615,-4.65481,20,0.0004170521544842721
average,8.675604,-2.57758,-1,0.00041649530012357125
felix,12.163402,-7.4111595,24,0.00041579013926673777
conflict,8.528128,-0.51821333,-1,0.00041461211027676317
development,8.36214,-0.8532061,62,0.00041336565193046546
large group,8.549343,-3.05004,34,0.00041226622822484516
modern day form,7.3741465,-4.4059587,-1,0.000412246090750466
final thing,12.648308,-1.7579116,30,0.00041219290675571703
tweet,10.7243,-5.2676067,43,0.00041194944314062624
sand,8.864814,-4.4951925,48,0.0004116004748107574
outcome,10.129601,-2.3449013,61,0.00041047512261011855
stupid,12.028506,-4.641317,51,0.0004100161179013902
orlando,11.733551,-7.0909576,-1,0.00040982899819615626
funny,12.149549,-4.9584403,-1,0.00040977750034886884
general flynn,11.286263,-7.7285995,14,0.00040966745760456617
interest provisions,9.772928,-2.070674,61,0.00040897757425176754
gun show loophole,9.424382,-5.228106,49,0.0004087504701461742
civilians,9.717888,1.0885836,22,0.000407982161506419
unwise,11.21215,-4.993205,52,0.00040780642452715803
simple thing,12.557666,-1.8391961,30,0.0004077877868319285
simple question,12.147738,-2.000422,29,0.00040729107995829313
homes,8.684093,-1.8361213,65,0.00040695187984400377
bin laden,11.160617,-6.2666106,-1,0.00040691079513116357
unfortunate,11.591651,-4.493716,51,0.0004065276270480853
arguments,11.097462,-3.00075,-1,0.000406315871327497
vacancy,11.125355,-5.58161,27,0.0004062226299785432
surplus,8.219199,-1.8821636,58,0.000405369810914219
call,11.914984,-4.029682,-1,0.0004045650582147521
boxes,9.111948,-4.8843694,49,0.00040395865331350133
men,13.733338,-4.686139,20,0.0004036970796814323
much self,10.958875,-2.101151,57,0.00040338749233402354
kathy shelton,12.035187,-7.005099,25,0.00040319168057659753
community,9.064404,-1.6604706,-1,0.00040316724637983994
enough worries,11.9894705,-2.6953235,38,0.0004028583960971559
great trojan horse,6.9605455,-2.359727,9,0.00040255011665315594
amusing,11.564645,-4.5574055,51,0.000402540166714273
big league,7.8468614,-3.0638463,12,0.00040228245681567845
real life experience,9.7362,-2.7742507,60,0.0004018945846801904
alternative reality,10.672469,-3.0638368,53,0.00040184632472523273
quality,7.54226,-1.1486137,39,0.0004017727887368273
harshest,10.75266,-5.202668,43,0.0004012504084896138
economy,7.73664,-1.4670328,-1,0.0004011654657284547
lives better,9.753367,-2.998217,-1,0.0004010571037403762
finished,6.9857626,-4.187109,4,0.00040093401798118466
mother,13.27476,-5.0487833,32,0.00040084642419981937
weak country,7.4018583,-1.7919598,11,0.00040075982527977203
religion,10.478427,0.87239075,-1,0.0004007538727877569
excuses,11.141102,-4.8798027,52,0.00040015386442922453
optimistic view,10.574166,-2.9471915,53,0.0004001239779131801
wonderful woman,13.043895,-5.225948,32,0.0003995691799196593
devil,12.749856,-5.435276,33,0.0003994393696090499
drugs,8.570815,-1.4239181,-1,0.00039943564325856714
mature audiences,11.934706,-4.359752,51,0.00039847719283327295
sides,9.017987,1.1024536,-1,0.000398329041603878
indiana,10.911414,-7.056825,15,0.0003981840491940664
tremendous hate,11.072192,-4.2283616,-1,0.0003978933582443669
heads,10.360766,-6.173081,-1,0.0003976208687887778
somebody,12.009576,-3.6320956,47,0.00039635405132629035
21st century clean energy superpower,9.628435,-4.0123334,50,0.00039614146968601466
good guy,12.574146,-2.3512657,28,0.00039595068655405244
great distress,6.9385557,-2.3289082,9,0.00039586539548659797
online question,10.95439,-3.3273098,56,0.00039552887986043627
big law firm,9.335975,-2.1286829,63,0.0003952278811560828
horrible thing,12.618151,-1.7989144,30,0.0003948421619679362
ice,8.89317,-4.5154166,48,0.0003947551758319417
personal email account,10.945282,-3.198686,56,0.0003945317934103826
document,11.188928,-3.3764048,55,0.000394277169335554
total lie,8.172783,-2.7166407,-1,0.00039343961999625484
attorney general days,9.819713,-7.2212296,3,0.00039323667190773
national catastrophe,9.506402,-0.8598858,40,0.0003930019947545099
current court,9.756759,-7.003758,3,0.0003925540877175931
plant,8.759896,-3.9965873,45,0.0003924611605223287
comprehensive background checks,10.606788,-3.4876652,54,0.00039228088271940566
coal country,7.4143276,-1.7945644,11,0.0003915072610605182
balance,7.5397334,-2.192613,13,0.00039078211583451293
yoga class,10.934247,-2.3364658,57,0.0003906969221185029
qualified person,11.863939,-3.3549244,46,0.00039064518590593074
private sector,9.434409,-1.519082,64,0.0003902740616909374
mails,10.476583,-4.957151,43,0.0003897293181215745
constitution,9.263121,-0.77877724,40,0.0003894878019834354
terrible mistake,11.444744,-3.7653584,-1,0.00038865086160835675
seconds,6.7134204,-4.9423995,1,0.00038775835787929996
medieval times,7.143697,-4.296687,4,0.0003875304049704878
inconceivable,10.843337,-5.0276976,43,0.0003858353573075137
many lives,12.167221,-1.0613148,18,0.0003852128458573408
carnage,10.716107,-5.797269,42,0.0003851045216896928
curious,11.59611,-4.6082506,51,0.0003850383188795849
many lies,12.121132,-1.0291584,18,0.0003849264224998251
way republicans,10.2308855,-2.4257567,61,0.00038426212543106887
great trade deals,8.331932,-1.169986,62,0.0003840725634807789
many criminal illegal aliens,11.644963,-1.3152027,35,0.000383596530423314
ridiculous,11.599865,-4.591998,51,0.00038339873914517114
home,9.449728,-5.1514587,49,0.0003821648719035142
osmosis,9.930797,-4.3159885,-1,0.00038179120712966366
means,12.589001,-1.8048688,30,0.00038108391674684613
ordinary time,6.7560577,-4.176676,4,0.0003808015232936201
bench,11.267557,-5.867781,27,0.00038053599166105355
town hall meeting,10.76923,-6.8882427,15,0.0003791325996636911
disgraceful,11.303425,-4.682293,52,0.000377891043792808
congressional medal,12.110494,-6.8381953,26,0.0003775631315222042
stuff,11.954057,-5.056148,51,0.0003772561219996751
climate change,10.082358,-3.9488678,50,0.0003762256940230929
truck,8.927344,-4.5550704,48,0.00037617606496526134
serious problem,11.686756,-2.1532335,-1,0.000375539411214733
experience,9.779546,-2.589702,60,0.0003749257272403475
mexican,9.963946,1.0853523,22,0.00037401782646441473
renewable energy,8.552696,-3.8051786,44,0.00036858512534256293
biggest line items,9.234991,-4.8948283,49,0.00036850133707839783
great land,6.941779,-2.3227363,9,0.00036738501108341253
corporate interests,9.456854,-1.5786581,64,0.00036402187828502074
separate occasions,9.812403,-4.9400835,49,0.0003639873125104709
acid,8.891096,-4.00539,45,0.00036300849113547816
message,11.194209,-3.3663304,55,0.0003625520862823078
adult,11.85159,-4.348272,51,0.0003618754634944482
slogan,10.667404,-4.6122246,-1,0.00035909302884503866
city,10.735819,-6.789103,15,0.0003578381420198829
fifth,6.2678366,-4.3962674,5,0.0003578200738946798
great country,6.999728,-2.2410114,9,0.0003576611706303161
good trait,12.504706,-2.2485745,28,0.00035735218048525306
stronger,9.67192,-3.4069679,50,0.00035313796423132044
sided transaction,9.71078,-4.884437,49,0.00035293228592861035
put,12.142252,-4.3270845,51,0.0003527923321713776
sexual assault,10.464137,-0.9433383,-1,0.00035109838775101055
teacher,13.184582,-5.039756,32,0.0003504038774831236
coin toss,9.638759,-5.102455,49,0.0003485270157776658
exchange,8.572647,-1.8214829,65,0.00034838673621770855
astronomical,10.50558,-4.1266093,-1,0.00034369993064141803
harsh,10.87593,-0.60060656,16,0.00034282083319964424
potential,8.1520815,-1.7984147,59,0.00034011125633371774
personal,10.938082,-3.1331437,-1,0.0003345272548656523
lights,9.02715,-4.804701,49,0.0003325807322534057
current rhetoric,10.208704,-3.253311,54,0.0003307766003333676
borders,8.647271,1.050753,8,0.00032985476381271076
future,9.578233,-2.637531,60,0.00032925835118399456
fighter,9.725138,0.9716299,22,0.000322055510659417
